Case Number,Date,Type,Country,Sex ,Age,Fatal (Y/N)
1926.10.29.R,1926-10-29,Unprovoked,PAPUA NEW GUINEA,M,0,Y
1926.11.17,1926-11-17,Unprovoked,AUSTRALIA,M,0,N
1926.12.02.R,1926-12-02,Unprovoked,AUSTRALIA,M,0,Y
1927.01.03,1927-01-03,Unprovoked,AUSTRALIA,M,15,Y
1927.01.08.R,1927-01-08,Unprovoked,USA,M,0,N
1927.01.20,1927-01-20,Unprovoked,SOUTH AFRICA,M,0,N
1927.02.09,1927-02-09,Unprovoked,AUSTRALIA,M,0,N
1927.02.14,1927-02-14,Provoked,NICARAGUA,M,0,N
1927.02.00,1927-02-27,Provoked,NEW ZEALAND,M,70,N
1927.03.01,1927-03-11,Unprovoked,AUSTRALIA,M,17,N
1927.04.08,1927-04-08,Unprovoked,AUSTRALIA,M,0,N
1927.00.00.a,1927-04-10,Unprovoked,AUSTRALIA,M,0,N
1927.00.00.b,1927-04-10,Unprovoked,AUSTRALIA,M,10,Y
1927.04.10,1927-04-20,Unprovoked,AUSTRALIA,M,0,N
1927.05.09.R,1927-05-09,Unprovoked,AUSTRALIA,M,0,Y
1927.05.29,1927-05-29,Sea Disaster,PHILIPPINES,UNIDENTIFIED,0,Y
1927.07.03,1927-07-03,Boating,AUSTRALIA,UNIDENTIFIED,0,N
1927.10.12,1927-10-12,Unprovoked,AUSTRALIA,M,0,N
1927.10.25,1927-10-25,Sea Disaster,BRAZIL,UNIDENTIFIED,0,Y
1927.10.00,1927-10-27,Unprovoked,FIJI,M,0,N
1927.11.03,1927-11-03,Sea Disaster,AUSTRALIA,UNIDENTIFIED,0,Y
1927.12.28,1927-12-28,Unprovoked,SOUTH AFRICA,M,17,Y
1928.01.02,1928-01-02,Unprovoked,SOUTH AFRICA,F,0,N
1928.01.21.b,1928-01-21,Unknown,USA,UNIDENTIFIED,0,Y
1928.01.27,1928-01-27,Unprovoked,AUSTRALIA,M,78,Y
1928.01.00,1928-01-28,Unprovoked,SOUTH AFRICA,M,18,N
1928.02.20,1928-02-20,Unprovoked,AUSTRALIA,M,0,Y
1928.02.00.a,1928-02-28,Unprovoked,COSTA RICA,M,0,N
1928.02.00.b,1928-02-28,Unprovoked,COSTA RICA,F,0,N
1928.03.28.R,1928-03-28,Unprovoked,AUSTRALIA,M,0,N
1928.04.04,1928-04-04,Unprovoked,AUSTRALIA,M,28,Y
1928.04.06,1928-04-06,Unprovoked,AUSTRALIA,M,15,N
1928.04.09,1928-04-09,Unprovoked,JAMAICA,M,0,Y
1928.00.00,1928-04-11,Unprovoked,SOUTH AFRICA,M,25,N
1928.04.14,1928-04-14,Unprovoked,AUSTRALIA,M,19,N
1928.04.14.R,1928-04-14,Unprovoked,AUSTRALIA,M,0,N
1928.05.17,1928-05-27,Unknown,INDIA,M,0,UNKNOWN
1928.06.24.R,1928-06-24,Unprovoked,USA,M,0,N
1928.07.11,1928-07-11,Unprovoked,AUSTRALIA,M,0,N
1928.08.24.R,1928-08-24,Unknown,USA,M,0,UNKNOWN
1928.09.00,1928-09-28,Unprovoked,USA,M,0,N
1928.11.04,1928-11-04,Unprovoked,PANAMA,M,17,Y
1928.11.12,1928-11-12,Sea Disaster,USA,M,0,Y
1928.11.15.R,1928-11-15,Boating,INDIA,M,24,N
1928.11.18,1928-11-18,Provoked,USA,M,0,N
1928.12.21,1928-12-21,Unprovoked,AUSTRALIA,M,0,N
1929.01.05,1929-01-05,Unprovoked,FIJI,M,0,Y
1929.01.06.R,1929-01-06,Boating,TURKEY,M,0,Y
1929.01.12,1929-01-12,Unprovoked,AUSTRALIA,M,14,Y
1929.01.14,1929-01-14,Unprovoked,NEW ZEALAND,F,0,N
1929.01.27,1929-01-27,Unprovoked,AUSTRALIA,M,0,Y
1929.02.08,1929-02-08,Unprovoked,AUSTRALIA,M,39,Y
1929.02.09,1929-02-09,Boating,AUSTRALIA,UNIDENTIFIED,0,N
1929.02.18,1929-02-18,Unprovoked,AUSTRALIA,M,20,Y
1929.03.04.a,1929-03-04,Unprovoked,AUSTRALIA,M,12,N
1929.03.04.b,1929-03-04,Unprovoked,AUSTRALIA,M,9,N
1929.03.12,1929-03-12,Unprovoked,AUSTRALIA,M,0,Y
1929.03.16,1929-03-16,Unprovoked,USA,M,26,N
1929.04.04,1929-04-04,Unprovoked,AUSTRALIA,M,0,Y
1929.04.09,1929-04-09,Unprovoked,AUSTRALIA,M,0,Y
1929.04.11,1929-04-11,Provoked,AUSTRALIA,M,19,N
1929.00.00.c,1929-04-12,Provoked,USA,M,0,N
1929.00.00.b,1929-04-12,Unprovoked,AUSTRALIA,M,0,N
1929.00.00.a,1929-04-12,Unprovoked,USA,M,27,N
1929.00.00.e.R,1929-04-12,Unknown,AUSTRALIA,M,0,N
1929.04.17.R,1929-04-17,Unprovoked,AUSTRALIA,M,0,N
1929.04.26.R,1929-04-26,Unprovoked,AUSTRALIA,M,0,N
1929.05.31,1929-05-31,Unprovoked,AUSTRALIA,M,0,N
1929.06.23,1929-06-23,Provoked,USA,M,0,N
1929.07.17.R,1929-07-17,Unknown,CAPE VERDE,F,0,Y
1929.07.29,1929-07-29,Unprovoked,MEXICO,M,0,N
1929.08.05,1929-08-05,Unprovoked,USA,M,0,N
1929.09.01,1929-09-01,Unprovoked,AUSTRALIA,M,42,Y
1929.10.02,1929-10-02,Unprovoked,SPAIN,M,0,N
1929.10.20,1929-10-20,Unprovoked,AUSTRALIA,M,0,N
1929.11.21,1929-11-21,Unprovoked,CUBA,M,0,N
1929.11.29,1929-11-29,Sea Disaster,KIRIBATI,UNIDENTIFIED,0,Y
1929.12.13,1929-12-13,Unprovoked,AUSTRALIA,M,0,N
1929.12.16,1929-12-16,Unprovoked,AUSTRALIA,F,17,N
1929.12.21,1929-12-21,Unprovoked,AUSTRALIA,M,0,N
1929.12.26,1929-12-26,Unprovoked,AUSTRALIA,M,16,Y
1930.01.16,1930-01-16,Unprovoked,SOUTH AFRICA,M,23,N
1930.01.22,1930-01-22,Boating,MEXICO,UNIDENTIFIED,0,Y
1930.01.00,1930-01-30,Sea Disaster,MAURITIUS,M,0,Y
1930.02.03.R,1930-02-03,Provoked,AUSTRALIA,M,0,N
1930.02.15,1930-02-15,Unprovoked,AUSTRALIA,M,18,Y
1930.02.20,1930-02-20,Unprovoked,AUSTRALIA,M,19,N
1930.03.07.R,1930-03-07,Unprovoked,USA,M,0,N
1930.04.08,1930-04-08,Unknown,SOUTH AFRICA,M,17,Y
1930.00.00.a,1930-04-13,Unprovoked,SOUTH AFRICA,M,0,Y
1930.09.12.R,1930-04-13,Boating,AZORES,UNIDENTIFIED,0,N
1930.00.00.c,1930-04-13,Unprovoked,OKINAWA,M,17,N
1930.05.11.R,1930-05-11,Boating,TURKEY,M,0,N
1930.05.11,1930-05-11,Unknown,COSTA RICA,UNIDENTIFIED,0,Y
1930.05.27,1930-05-27,Unprovoked,USA,M,0,N
1930.06.04,1930-06-04,Unprovoked,AUSTRALIA,M,0,Y
1930.07.11,1930-07-11,Unprovoked,USA,M,21,N
1930.07.19,1930-07-19,Unprovoked,CUBA,M,29,N
1930.08.06,1930-08-06,Unprovoked,USA,M,0,N
1930.08.16,1930-08-16,Unprovoked,SPAIN,M,38,N
1930.08.31,1930-08-31,Unprovoked,AUSTRALIA,M,17,N
1930.09.26.R,1930-09-26,Unprovoked,HONDURAS,M,0,Y
1930.11.30,1930-11-30,Unprovoked,AUSTRALIA,M,0,N
1930.12.02,1930-12-02,Boating,AUSTRALIA,UNIDENTIFIED,0,N
1930.12.13,1930-12-13,Unprovoked,AUSTRALIA,M,0,Y
1930.12.25,1930-12-25,Unprovoked,AUSTRALIA,M,49,N
1930.12.00,1930-12-30,Unprovoked,AUSTRALIA,M,0,Y
1931.01.07,1931-01-07,Unprovoked,AUSTRALIA,M,18,N
1931.01.14,1931-01-14,Unprovoked,AUSTRALIA,M,0,N
1931.01.24,1931-01-24,Unprovoked,AUSTRALIA,M,0,N
1931.02.10,1931-02-10,Unknown,AUSTRALIA,M,39,Y
1931.03.06,1931-03-06,Provoked,AUSTRALIA,M,0,N
1931.03.15,1931-03-16,Boating,TURKEY,UNIDENTIFIED,0,N
1931.03.22,1931-03-22,Unprovoked,AUSTRALIA,M,19,Y
1931.00.00.b,1931-04-14,Unprovoked,TONGA,M,0,Y
1931.00.00.a,1931-04-14,Unprovoked,PAPUA NEW GUINEA,UNIDENTIFIED,0,UNKNOWN
1931.05.02,1931-05-02,Boating,AUSTRALIA,UNIDENTIFIED,0,N
1931.06.04.R,1931-06-04,Unprovoked,USA,M,0,N
1931.06.13,1931-06-13,Provoked,USA,M,0,N
1931.06.14,1931-06-14,Unprovoked,USA,M,0,N
1931.07.15,1931-07-15,Unprovoked,USA,M,0,N
1931.07.28.R,1931-07-28,Unprovoked,FIJI,M,0,N
1931.08.01,1931-08-01,Unprovoked,AUSTRALIA,M,0,Y
1931.08.06.R,1931-08-06,Unprovoked,USA,M,0,N
1931.08.18,1931-08-18,Unprovoked,USA,M,0,N
1931.08.23,1931-08-23,Unprovoked,CUBA,M,0,Y
1931.08.25,1931-08-25,Unprovoked,CUBA,M,23,Y
1931.08.27,1931-08-27,Boating,USA,UNIDENTIFIED,0,N
1931.08.30,1931-08-30,Unknown,USA,M,0,Y
1931.08.31,1931-08-31,Unprovoked,CUBA,M,18,Y
1931.09.02,1931-09-02,Unknown,USA,M,0,Y
1931.09.21.a,1931-09-21,Unprovoked,USA,F,20,N
1931.09.21.b,1931-09-21,Unprovoked,USA,M,0,N
1931.11.26,1931-11-26,Unprovoked,AUSTRALIA,M,45,N
1932.01.11,1932-01-11,Boating,AUSTRALIA,UNIDENTIFIED,0,UNKNOWN
1932.01.27,1932-01-27,Unprovoked,AUSTRALIA,M,0,N
1932.02.08,1932-02-08,Unprovoked,PHILIPPINES,M,0,Y
1932.02.13,1932-02-13,Unprovoked,AUSTRALIA,M,0,N
1932.02.16,1932-02-16,Unprovoked,USA,M,0,N
1932.00.00,1932-04-15,Unprovoked,SOUTH AFRICA,M,23,N
1932.04.16.a,1932-04-16,Unprovoked,PHILIPPINES,F,0,Y
1932.04.16.b,1932-04-16,Unprovoked,PHILIPPINES,M,0,Y
1932.05.00,1932-05-01,Unprovoked,AUSTRALIA,M,0,N
1932.05.12,1932-05-12,Unprovoked,AUSTRALIA,M,0,Y
1932.06.20,1932-06-20,Unprovoked,FIJI,F,0,Y
1932.06.26,1932-06-26,Provoked,USA,M,0,N
1932.06.28,1932-06-28,Provoked,USA,M,32,N
1932.07.02,1932-07-02,Boating,CANADA,M,0,N
1932.07.14.R,1932-07-14,Unknown,USA,M,17,Y
1932.08.06,1932-08-06,Provoked,BAHAMAS,M,18,N
1932.08.09,1932-08-09,Unprovoked,AUSTRALIA,M,0,N
1932.08.10,1932-08-10,Provoked,USA,M,0,N
1932.08.30.b,1932-08-30,Provoked,AUSTRALIA,M,0,N
1932.08.30.a,1932-08-30,Provoked,AUSTRALIA,M,0,N
1932.09.26.R,1932-09-26,Unprovoked,FIJI,M,0,N
1932.10.11,1932-10-11,Unprovoked,CAPE VERDE,M,27,Y
1932.10.31,1932-10-31,Unprovoked,AUSTRALIA,M,24,N
1932.11.09,1932-11-08,Sea Disaster,CUBA,UNIDENTIFIED,0,UNKNOWN
1932.12.09.R,1932-12-09,Provoked,NEW ZEALAND,M,0,N
1932.12.11.R,1932-12-11,Unprovoked,AUSTRALIA,M,0,N
1933.01.04,1933-01-04,Unprovoked,AUSTRALIA,M,38,Y
1933.02.12,1933-02-12,Provoked,AUSTRALIA,M,0,N
1933.02.14,1933-02-14,Boating,AUSTRALIA,UNIDENTIFIED,0,N
1933.02.15.R,1933-02-15,Unprovoked,AUSTRALIA,M,0,N
1933.02.26,1933-02-26,Unprovoked,AUSTRALIA,M,0,N
1933.04.10,1933-04-10,Unprovoked,USA,M,24,Y
1933.05.03,1933-05-03,Sea Disaster,CUBA,M,0,Y
1933.05.23,1933-05-23,Provoked,AUSTRALIA,M,0,N
1933.05.24,1933-05-24,Sea Disaster,BARBADOS,UNIDENTIFIED,0,Y
1933.06.08.R,1933-06-08,Unprovoked,AUSTRALIA,M,0,N
1933.06.13,1933-06-13,Unknown,AUSTRALIA,M,0,N
1933.06.16,1933-06-16,Unprovoked,USA,F,0,N
1933.06.21,1933-06-21,Unprovoked,USA,M,15,N
1933.07.03,1933-07-03,Unprovoked,AUSTRALIA,M,0,N
1933.07.07.R,1933-07-07,Unprovoked,USA,M,50,N
1933.08.26.R,1933-08-26,Unprovoked,USA,F,0,N
1933.08.28.b,1933-08-28,Provoked,USA,M,0,N
1933.08.28.a,1933-08-28,Unprovoked,USA,M,0,N
2013.09.29.a,2013-09-29,Provoked,PALESTINE,M,27,N
1933.10.25.R,1933-10-25,Unprovoked,AUSTRALIA,M,0,N
1933.11.18,1933-11-18,Unprovoked,AUSTRALIA,M,17,N
1933.11.20,1933-11-20,Unprovoked,AUSTRALIA,M,0,Y
1934.01.07,1934-01-07,Unprovoked,AUSTRALIA,M,22,N
1934.01.27,1934-01-27,Unprovoked,AUSTRALIA,M,15,N
1934.01.08.R,1934-02-08,Boating,TURKEY,M,0,N
1934.02.22,1934-02-22,Unprovoked,CHILE,M,0,Y
1934.02.24,1934-02-24,Unprovoked,AUSTRALIA,M,0,N
1934.03.00,1934-03-01,Provoked,AUSTRALIA,UNIDENTIFIED,0,N
1934.03.12,1934-03-12,Unprovoked,AUSTRALIA,M,17,Y
1934.04.01.b,1934-04-01,Unprovoked,SOUTH AFRICA,M,12,N
1934.04.01.a,1934-04-01,Unprovoked,AUSTRALIA,M,15,Y
1934.04.01.c,1934-04-01,Unprovoked,SOUTH AFRICA,M,0,Y
1934.04.15,1934-04-15,Unprovoked,AUSTRALIA,M,34,N
1934.06.20,1934-06-20,Unprovoked,USA,M,8,Y
1934.06.21,1934-06-21,Provoked,AUSTRALIA,M,0,N
1934.08.05,1934-08-05,Unprovoked,USA,M,11,N
1934.08.21,1934-08-21,Unprovoked,CROATIA,F,18,Y
1934.08.26,1934-08-26,Unprovoked,AUSTRALIA,M,0,Y
1934.08.26.R,1934-08-26,Unknown,ITALY,F,0,N
1934.08.27,1934-08-27,Boating,ITALY,M,0,N
1934.09.08,1934-09-08,Provoked,BERMUDA,M,0,N
1934.10.08,1934-10-08,Provoked,BERMUDA,M,0,N
1934.10.09,1934-10-09,Unprovoked,AUSTRALIA,F,38,Y
1934.10.02,1934-10-22,Unprovoked,AUSTRALIA,M,0,Y
1934.12.23.a,1934-10-23,Unprovoked,AUSTRALIA,M,12,N
1934.12.23.b,1934-12-23,Unprovoked,AUSTRALIA,M,14,Y
1934.12.31.b,1934-12-31,Unprovoked,AUSTRALIA,F,13,N
1934.12.31.a,1934-12-31,Unprovoked,AUSTRALIA,M,19,Y
1935.01.17,1935-01-17,Unknown,AUSTRALIA,M,5,N
1948.09.15,1948-09-15,Sea Disaster,ATLANTIC OCEAN,M,0,Y
1935.01.24.a,1935-01-24,Boating,AUSTRALIA,UNIDENTIFIED,0,N
1935.01.24.b,1935-01-24,Unprovoked,AUSTRALIA,M,0,N
1935.02.14,1935-02-14,Unprovoked,AUSTRALIA,M,20,N
1935.03.02,1935-03-02,Unprovoked,AUSTRALIA,M,22,Y
1935.03.09,1935-03-09,Unprovoked,AUSTRALIA,M,27,Y
1935.03.11,1935-03-11,Unprovoked,AUSTRALIA,M,0,N
1935.03.13,1935-03-13,Provoked,AUSTRALIA,M,38,N
1935.03.20,1935-03-20,Unprovoked,AUSTRALIA,M,0,N
1935.03.25.R,1935-03-25,Provoked,SOUTH AFRICA,M,0,N
1935.03.30,1935-03-30,Unprovoked,AUSTRALIA,M,0,N
1935.04.08.R,1935-04-08,Unprovoked,USA,M,0,N
1935.04.25,1935-04-25,Unknown,AUSTRALIA,M,40,N
1935.05.12,1935-05-12,Unprovoked,AUSTRALIA,M,0,N
1935.05.19,1935-05-19,Provoked,SOUTH AFRICA,M,0,N
1935.06.00.a,1935-06-01,Unprovoked,PAPUA NEW GUINEA,UNIDENTIFIED,0,N
1935.06.00.b,1935-06-01,Boating,AUSTRALIA,UNIDENTIFIED,0,N
1935.06.05.R,1935-06-05,Unprovoked,SOLOMON ISLANDS,M,0,Y
1935.06.18,1935-06-18,Unprovoked,USA,M,31,N
1935.07.01,1935-07-01,Unprovoked,CROATIA,F,22,Y
1935.07.05,1935-07-05,Unprovoked,PANAMA,M,14,Y
1935.07.27.a,1935-07-27,Unknown,USA,M,53,Y
1935.07.27.b,1935-07-27,Unknown,USA,M,23,Y
1935.08.13,1935-08-13,Unprovoked,AUSTRALIA,M,0,Y
1956.06.20,1956-06-20,Sea Disaster,ATLANTIC OCEAN,UNIDENTIFIED,0,Y
1935.08.26,1935-08-26,Unprovoked,AUSTRALIA,M,38,Y
1935.09.04.R,1935-09-04,Unprovoked,PAPUA NEW GUINEA,M,0,Y
1935.09.21,1935-09-21,Unprovoked,USA,M,38,Y
1935.11.13,1935-11-13,Unprovoked,AUSTRALIA,M,20,N
1935.12.23,1935-12-23,Provoked,AUSTRALIA,UNIDENTIFIED,0,N
1936.01.00,1936-01-01,Provoked,AUSTRALIA,M,0,N
1936.01.05,1936-01-05,Unknown,AUSTRALIA,M,17,N
1936.01.22,1936-01-22,Unprovoked,AUSTRALIA,M,13,Y
1936.02.04,1936-02-04,Unprovoked,AUSTRALIA,M,14,Y
1936.02.20..R,1936-02-20,Unprovoked,AUSTRALIA,M,0,N
1936.03.04.,1936-03-04,Boating,AUSTRALIA,UNIDENTIFIED,0,N
1936.03.22,1936-03-12,Unprovoked,AUSTRALIA,M,0,N
1936.03.19,1936-03-19,Unprovoked,AUSTRALIA,M,0,N
1936.03.30,1936-03-30,Provoked,USA,M,0,N
1936.00.00,1936-04-19,Unprovoked,AUSTRALIA,M,0,Y
1936.04.22,1936-04-22,Unprovoked,AUSTRALIA,M,16,N
1936.06.06,1936-06-06,Unprovoked,USA,M,0,Y
1936.06.26,1936-06-26,Unprovoked,AUSTRALIA,M,16,Y
1936.07.00,1936-07-01,Boating,SOUTH AFRICA,UNIDENTIFIED,0,N
1936.07.07,1936-07-07,Unprovoked,AUSTRALIA,M,0,N
1936.07.12,1936-07-12,Boating,USA,UNIDENTIFIED,0,N
1936.07.25,1936-07-25,Unprovoked,USA,M,16,Y
1936.08.00,1936-08-01,Boating,USA,M,13,N
1936.08.04,1936-08-04,Unprovoked,AUSTRALIA,M,0,N
1936.08.11,1936-08-11,Provoked,CANADA,UNIDENTIFIED,0,N
1936.08.13,1936-08-13,Unprovoked,ICELAND,M,0,N
1936.08.24,1936-08-24,Unprovoked,AUSTRALIA,M,0,N
1936.09.04,1936-09-04,Unprovoked,USA,M,0,N
1936.11.27,1936-11-27,Provoked,AUSTRALIA,M,0,N
1936.12.01,1936-12-01,Boating,AUSTRALIA,M,50,Y
1936.12.12,1936-12-12,Unprovoked,AUSTRALIA,M,15,Y
1936.12.15,1936-12-15,Provoked,AUSTRALIA,UNIDENTIFIED,0,N
1936.12.19,1936-12-19,Boating,AUSTRALIA,UNIDENTIFIED,0,N
1936.12.30,1936-12-30,Unprovoked,USA,M,0,N
1937.01.27,1937-01-27,Provoked,AUSTRALIA,M,18,N
1937.02.03,1937-02-03,Provoked,AUSTRALIA,M,20,N
1937.02.04,1937-02-04,Boating,AUSTRALIA,UNIDENTIFIED,0,N
1937.02.11,1937-02-11,Unprovoked,AUSTRALIA,UNIDENTIFIED,0,N
1937.02.13,1937-02-13,Unprovoked,AUSTRALIA,M,32,Y
1937.03.09,1937-03-09,Unknown,AUSTRALIA,M,43,Y
1937.03.26,1937-03-26,Unknown,AUSTRALIA,M,16,N
1937.00.00,1937-04-20,Unprovoked,AUSTRALIA,M,0,N
1937.02.02,1937-04-20,Unknown,AUSTRALIA,M,0,Y
1937.05.15,1937-05-15,Unprovoked,AUSTRALIA,M,33,Y
1937.05.30,1937-05-30,Provoked,USA,M,0,N
1937.06.15.b,1937-06-15,Provoked,AUSTRALIA,M,0,N
1937.06.15,1937-06-15,Unprovoked,USA,M,14,Y
1937.06.28.R,1937-06-28,Unprovoked,GREECE,UNIDENTIFIED,0,Y
1937.07.06,1937-07-07,Unknown,ITALY,UNIDENTIFIED,0,N
1937.07.16.R,1937-07-16,Unprovoked,AUSTRALIA,M,0,Y
1937.08.02,1937-08-02,Unprovoked,PANAMA,M,21,Y
1937.08.16,1937-08-16,Unknown,TURKEY,M,0,N
1937.08.31,1937-08-31,Unprovoked,AUSTRALIA,M,38,N
1937.09.01,1937-09-01,Unprovoked,SCOTLAND,M,0,N
1937.09.11,1937-09-11,Boating,SCOTLAND,UNIDENTIFIED,0,N
1937.09.12,1937-09-12,Boating,SCOTLAND,UNIDENTIFIED,0,N
1937.10.24.a,1937-10-24,Unprovoked,AUSTRALIA,M,0,N
1937.10.24.c,1937-10-24,Unprovoked,AUSTRALIA,M,16,N
1937.10.27.a,1937-10-27,Unprovoked,AUSTRALIA,M,18,Y
1937.10.27.b,1937-10-27,Unprovoked,AUSTRALIA,M,25,Y
1937.11.06.R,1937-11-06,Sea Disaster,SOLOMON ISLANDS,M,0,Y
1937.11.11,1937-11-11,Unprovoked,AUSTRALIA,M,17,Y
1937.11.13,1937-11-13,Sea Disaster,USA,M,0,Y
1938.01.02,1938-01-02,Unprovoked,AUSTRALIA,M,0,N
1938.01.14,1938-01-14,Unprovoked,AUSTRALIA,M,24,N
1938.01.18,1938-01-18,Provoked,SOUTH AFRICA,M,13,N
1938.01.21,1938-01-21,Provoked,AUSTRALIA,M,0,N
1938.03.08,1938-03-08,Unprovoked,AUSTRALIA,M,0,N
1938.03.21.R,1938-03-21,Unprovoked,FIJI,M,0,N
1938.00.00.c,1938-04-21,Provoked,USA,M,0,N
1938.00.00.b,1938-04-21,Unprovoked,AUSTRALIA,M,17,N
1938.00.00.d,1938-04-21,Unprovoked,TRINIDAD & TOBAGO,M,50,N
1938.00.00.a,1938-04-21,Unprovoked,SOUTH AFRICA,M,0,N
1938.00.00.e.R,1938-04-21,Unprovoked,EGYPT,M,0,Y
1938.05.02.R,1938-05-02,Unprovoked,INDIA,UNIDENTIFIED,0,Y
1938.05.26,1938-05-26,Unprovoked,COSTA RICA,M,0,Y
1938.06.08,1938-06-08,Unprovoked,AUSTRALIA,M,0,N
1938.06.17,1938-06-17,Unprovoked,NICARAGUA,UNIDENTIFIED,0,Y
1938.07.12,1938-07-12,Unprovoked,AUSTRALIA,M,25,Y
1938.07.17,1938-07-17,Provoked,USA,M,27,N
1938.07.17.R,1938-07-17,Provoked,TURKEY,M,0,N
1938.07.18,1938-07-18,Unprovoked,USA,M,0,N
1938.08.18,1938-08-18,Provoked,USA,M,0,N
1938.08.29,1938-08-29,Unprovoked,CHINA,M,0,Y
1938.10.05,1938-10-05,Provoked,AUSTRALIA,M,18,N
1938.12.27,1938-12-27,Unprovoked,AUSTRALIA,M,19,Y
1939.02.26,1939-02-26,Provoked,NEW ZEALAND,M,0,N
1939.03.24,1939-03-24,Unprovoked,PAPUA NEW GUINEA,M,0,Y
1939.04.12.R,1939-04-12,Unprovoked,PAPUA NEW GUINEA,M,9,Y
1939.00.00.a,1939-04-22,Unprovoked,PAPUA NEW GUINEA,M,0,Y
1939.00.00.c,1939-04-22,Unprovoked,VENEZUELA,M,0,Y
1939.00.00.b,1939-04-22,Unprovoked,CURACAO,M,0,N
1939.05.03,1939-05-03,Unprovoked,USA,M,0,Y
1939.07.14,1939-07-14,Provoked,USA,M,0,N
1939.07.16,1939-07-16,Provoked,BAHAMAS,M,38,N
1939.07.18,1939-07-18,Sea Disaster,PACIFIC OCEAN,UNIDENTIFIED,3,Y
1939.08.01,1939-08-01,Provoked,USA,M,33,N
1939.09.27.R,1939-09-27,Unprovoked,AUSTRALIA,M,0,N
1939.10.04,1939-10-04,Unprovoked,USA,M,0,N
1939.10.25.R,1939-10-25,Unprovoked,AUSTRALIA,M,27,N
1939.11.02.R,1939-11-02,Unprovoked,SAMOA,M,0,Y
1939.11.06,1939-11-06,Boating,AUSTRALIA,UNIDENTIFIED,0,UNKNOWN
1939.11.09,1939-11-09,Boating,AUSTRALIA,UNIDENTIFIED,0,UNKNOWN
1939.11.11,1939-11-11,Provoked,AUSTRALIA,UNIDENTIFIED,0,N
1939.11.23,1939-11-23,Boating,AUSTRALIA,UNIDENTIFIED,0,N
1939.12.14,1939-12-14,Unprovoked,AUSTRALIA,M,20,Y
1939.12.28,1939-12-28,Unknown,AUSTRALIA,M,40,N
1940.01.01,1940-01-01,Unprovoked,AUSTRALIA,M,0,N
1940.01.07,1940-01-07,Unprovoked,SOUTH AFRICA,M,18,Y
1940.01.15,1940-01-15,Unprovoked,AUSTRALIA,M,22,N
1940.01.23,1940-01-23,Unprovoked,AUSTRALIA,M,13,Y
1940.01.29,1940-01-29,Unprovoked,AUSTRALIA,M,17,N
1940.02.04,1940-02-04,Unprovoked,AUSTRALIA,M,55,Y
1940.02.20,1940-02-20,Boating,AUSTRALIA,UNIDENTIFIED,0,N
1940.02.22,1940-02-22,Unprovoked,SOUTH AFRICA,M,17,Y
1940.03.20,1940-03-20,Unprovoked,AUSTRALIA,M,0,N
1940.03.31,1940-03-31,Unprovoked,SOUTH AFRICA,M,25,Y
1940.00.00.a,1940-04-23,Unknown,SOUTH AFRICA,F,0,N
1940.00.00.d,1940-04-23,Unprovoked,PAPUA NEW GUINEA,UNIDENTIFIED,0,N
1940.00.00.b,1940-04-23,Unknown,SOUTH AFRICA,F,0,Y
1940.00.00.c,1940-04-23,Unknown,SOUTH AFRICA,UNIDENTIFIED,0,UNKNOWN
1959.05.00,1959-05-01,Unprovoked,ATLANTIC OCEAN,M,0,N
1940.06.30,1940-06-30,Unprovoked,USA,M,0,N
1940.07.13.b,1940-07-13,Unprovoked,USA,M,0,N
1940.07.13.a,1940-07-13,Unprovoked,USA,M,0,N
1940.09.00,1940-09-01,Unprovoked,PANAMA,M,18,Y
1940.12.10,1940-12-10,Provoked,AUSTRALIA,M,0,N
1940.12.19.R,1940-12-19,Unprovoked,AUSTRALIA,M,0,N
1940.12.20,1940-12-20,Unprovoked,SOUTH AFRICA,M,17,Y
1940.12.28,1940-12-28,Unprovoked,AUSTRALIA,M,23,Y
1941.01.00,1941-01-01,Sea Disaster,ATLANTIC OCEAN,M,0,Y
1961.09.23,1961-09-23,Unprovoked,ATLANTIC OCEAN,M,22,N
1941.02.01,1941-02-01,Provoked,JAMAICA,M,0,N
1941.02.13.,1941-02-13,Provoked,AUSTRALIA,M,34,N
1941.03.09,1941-03-09,Provoked,USA,M,53,N
1962.11.00,1962-11-01,Sea Disaster,ATLANTIC OCEAN,M,0,N
1941.00.00.d,1941-04-24,Unprovoked,IRAN,M,0,N
1941.00.00.f,1941-04-24,Unprovoked,IRAN,M,0,Y
1941.00.00.e,1941-04-24,Unprovoked,IRAN,M,0,Y
1941.00.00.a,1941-04-24,Unprovoked,PAPUA NEW GUINEA,M,14,N
1941.00.00.b,1941-04-24,Unprovoked,IRAN,M,0,Y
1941.00.00.c,1941-04-24,Unprovoked,IRAN,M,6,Y
1941.00.00.h,1941-04-24,Unprovoked,SOLOMON ISLANDS,M,0,N
1941.06.00,1941-06-01,Sea Disaster,PACIFIC OCEAN,M,0,Y
1941.06.15,1941-06-15,Provoked,USA,M,43,N
1941.07.01,1941-07-01,Provoked,USA,M,0,N
1941.07.22,1941-07-22,Boating,USA,UNIDENTIFIED,0,N
1941.08.01,1941-08-01,Unprovoked,USA,M,20,N
1941.08.05,1941-08-05,Unknown,AUSTRALIA,M,0,Y
1941.08.21.R,1941-08-21,Provoked,USA,UNIDENTIFIED,0,N
1941.09.25,1941-09-25,Unprovoked,CARIBBEAN SEA,M,0,Y
