Case Number,Date,Type,Country,Sex ,Age,Fatal (Y/N)
2011.10.19,2011-10-19,Unprovoked,AUSTRALIA,M,50,N
2011.10.20,2011-10-20,Unprovoked,USA,M,41,N
2011.10.22,2011-10-22,Unprovoked,AUSTRALIA,M,32,Y
2011.10.28.R,2011-10-28,Unprovoked,SCOTLAND,M,26,N
2011.10.29.,2011-10-29,Unprovoked,USA,M,27,N
2011.10.28.,2011-10-29,Provoked,SOUTH AFRICA,UNIDENTIFIED,0,N
2011.11.11,2011-11-11,Unprovoked,REUNION,M,42,N
2011.11.12,2011-11-12,Unprovoked,BRAZIL,M,35,N
2011.11.20.R,2011-11-20,Unprovoked,PAPUA NEW GUINEA,M,0,N
2011.11.22,2011-11-22,Unprovoked,USA,M,0,N
2011.11.28,2011-11-28,Unprovoked,AUSTRALIA,M,10,N
2011.11.29,2011-11-29,Unprovoked,INDONESIA,M,18,N
2011.12.02,2011-12-02,Unprovoked,AUSTRALIA,M,63,N
2011.12.05,2011-12-05,Unknown,AUSTRALIA,UNIDENTIFIED,0,Y
2011.12.06,2011-12-06,Unprovoked,USA,F,0,N
2011.12.07.a,2011-12-07,Unprovoked,AUSTRALIA,M,14,N
2011.12.07.b,2011-12-07,Unknown,SOUTH AFRICA,M,0,N
2011.12.11,2011-12-11,Unprovoked,AUSTRALIA,M,51,N
2011.12.21.a,2011-12-21,Unprovoked,SOUTH AFRICA,M,35,N
2011.12.21.b,2011-12-21,Provoked,USA,M,0,N
2011.12.23,2011-12-23,Unprovoked,USA,M,27,N
2011.12.25,2011-12-25,Unprovoked,ECUADOR,M,23,N
2011.12.26.R,2011-12-26,Unknown,ANTIGUA,M,0,N
2011.12.31,2011-12-31,Unprovoked,USA,M,0,N
2012.01.02,2012-01-02,Unprovoked,AUSTRALIA,M,34,N
2012.01.03,2012-01-03,Unprovoked,AUSTRALIA,M,28,N
2012.01.13,2012-01-13,Unprovoked,USA,M,53,N
2012.01.15,2012-01-15,Unprovoked,SOUTH AFRICA,M,25,Y
2012.01.18.b,2012-01-18,Provoked,TAIWAN,M,24,N
2012.01.18.a,2012-01-18,Unprovoked,AUSTRALIA,M,44,N
2012.01.19,2012-01-19,Unprovoked,AUSTRALIA,M,26,N
2012.01.22.R,2012-01-22,Unprovoked,BAHAMAS,M,0,N
2012.01.27,2012-01-27,Unprovoked,USA,UNIDENTIFIED,0,N
2012.02.06,2012-02-06,Unprovoked,AUSTRALIA,M,29,N
2012.02.20,2012-02-20,Boating,SOUTH AFRICA,UNIDENTIFIED,0,N
2012.02.25,2012-02-25,Unprovoked,AUSTRALIA,M,0,N
2012.02.26,2012-02-26,Provoked,USA,M,0,N
2012.03.01,2012-03-01,Provoked,CHILE,M,0,N
2012.03.03,2012-03-03,Unknown,SAUDI ARABIA,M,42,N
2012.03.04,2012-03-04,Unprovoked,USA,M,19,N
2012.03.05,2012-03-05,Unprovoked,REUNION,M,31,N
2012.03.06.b,2012-03-06,Unprovoked,NEW ZEALAND,M,0,N
2012.03.06.a,2012-03-06,Provoked,AUSTRALIA,F,34,N
2012.03.14.b,2012-03-14,Unprovoked,USA,F,15,N
2012.03.14.a,2012-03-14,Unprovoked,USA,M,17,N
2012.03.15,2012-03-15,Unprovoked,USA,M,61,N
2012.03.20,2012-03-20,Unprovoked,AUSTRALIA,M,20,N
2012.03.22,2012-03-22,Boating,AUSTRALIA,UNIDENTIFIED,0,N
2012.03.24,2012-03-24,Unprovoked,USA,M,21,N
2012.03.31,2012-03-31,Unprovoked,AUSTRALIA,M,33,Y
2012.04.03,2012-04-03,Unprovoked,USA,M,28,N
2012.04.11,2012-04-11,Unprovoked,AUSTRALIA,M,27,N
2012.04.00,2012-04-13,Unprovoked,USA,M,0,N
2012.04.19.b,2012-04-19,Unprovoked,USA,M,28,N
2012.04.19.a,2012-04-19,Unprovoked,SOUTH AFRICA,M,20,Y
2012.05.06,2012-05-06,Unprovoked,USA,F,15,N
2012.05.09,2012-05-09,Unprovoked,USA,F,47,N
2012.05.12,2012-05-12,Unprovoked,USA,M,30,N
2012.05.16,2012-05-16,Unprovoked,FIJI,M,20,N
2012.05.20,2012-05-20,Unprovoked,USA,M,0,N
2012.05.23,2012-05-23,Unprovoked,USA,M,22,N
2012.05.29,2012-05-29,Unprovoked,MEXICO,M,46,N
2012.05.31,2012-05-31,Unprovoked,USA,F,33,N
2012.06.02.b,2012-06-02,Unprovoked,USA,F,12,N
2012.06.02.a,2012-06-02,Unprovoked,USA,M,25,N
2012.06.03,2012-06-03,Unprovoked,AUSTRALIA,M,30,N
2012.06.12,2012-06-12,Unprovoked,AUSTRALIA,M,42,N
2012.06.14.b,2012-06-14,Unprovoked,USA,M,0,N
2012.06.14.d,2012-06-14,Unprovoked,USA,F,18,N
2012.06.14.a,2012-06-14,Unprovoked,USA,M,16,N
2012.06.14.c,2012-06-14,Unprovoked,USA,M,0,N
2012.06.15,2012-06-15,Provoked,USA,M,23,N
2012.06.18,2012-06-18,Unprovoked,USA,F,6,N
2012.06.19,2012-06-19,Unknown,USA,M,16,N
2012.06.20,2012-06-20,Unprovoked,AUSTRALIA,M,62,N
2012.06.22.a,2012-06-22,Unprovoked,USA,M,12,N
2012.06.22.b,2012-06-22,Unprovoked,AUSTRALIA,M,0,N
2012.06.26.c,2012-06-26,Unprovoked,USA,M,6,N
2012.06.26.b,2012-06-26,Unprovoked,USA,M,26,N
2012.06.26.a,2012-06-26,Unprovoked,USA,F,16,N
2012.06.28.R,2012-06-28,Unknown,CROATIA,UNIDENTIFIED,60,N
2012.07.06,2012-07-06,Unprovoked,SOUTH AFRICA,M,29,N
2012.07.07.c,2012-07-07,Unprovoked,BAHAMAS,M,0,N
2012.07.07.b,2012-07-07,Unknown,AUSTRALIA,F,42,Y
2012.07.07.a,2012-07-07,Unprovoked,USA,M,52,N
2012.07.08,2012-07-08,Unprovoked,USA,F,43,N
2012.07.14,2012-07-14,Unprovoked,AUSTRALIA,M,24,Y
2012.07.19,2012-07-19,Unknown,CANADA,F,23,N
2012.07.21,2012-07-21,Unknown,TRINIDAD & TOBAGO,M,24,Y
2012.07.23,2012-07-23,Unprovoked,REUNION,M,22,Y
2012.07.24,2012-07-24,Unknown,USA,M,12,N
2012.07.30.b,2012-07-30,Unprovoked,USA,M,44,N
2012.07.30.a,2012-07-30,Unprovoked,USA,M,50,N
2012.07.31.a,2012-07-31,Unprovoked,AUSTRALIA,M,48,N
2012.07.31.b,2012-07-31,Unprovoked,USA,M,17,N
2012.08.04,2012-08-04,Unprovoked,FRENCH POLYNESIA,M,0,N
2012.08.05,2012-08-06,Unprovoked,REUNION,M,39,N
2012.08.09,2012-08-08,Unprovoked,USA,M,56,N
2012.08.11,2012-08-11,Boating,AUSTRALIA,UNIDENTIFIED,0,N
2012.08.15,2012-08-15,Unprovoked,USA,M,31,N
2012.08.26,2012-08-26,Unprovoked,BRAZIL,M,18,Y
2012.08.28,2012-08-28,Unprovoked,AUSTRALIA,M,34,N
2012.08.31,2012-08-31,Provoked,SCOTLAND,M,53,N
2012.09.02.b,2012-09-02,Provoked,USA,UNIDENTIFIED,0,N
2012.09.02.b,2012-09-02,Unprovoked,USA,F,8,N
2012.09.02.a,2012-09-02,Unprovoked,USA,F,56,N
2012.09.04,2012-09-04,Unprovoked,USA,M,32,N
2012.09.06.a,2012-09-06,Unprovoked,USA,M,37,N
2012.09.08.a,2012-09-08,Unprovoked,USA,M,0,N
2012.09.08.b,2012-09-08,Unprovoked,USA,M,25,N
2012.09.09,2012-09-09,Unprovoked,USA,UNIDENTIFIED,19,N
2012.09.10,2012-09-10,Unprovoked,TONGA,F,29,N
2012.09.16,2012-09-16,Unprovoked,USA,M,52,N
2012.09.24,2012-09-24,Unprovoked,USA,M,22,N
2012.09.25,2012-09-25,Unprovoked,USA,M,21,N
2012.10.02,2012-10-02,Unprovoked,AUSTRALIA,M,11,N
2012.10.07,2012-10-10,Unprovoked,USA,M,42,N
2012.10.11.R,2012-10-11,Unprovoked,NIGERIA,F,38,N
2012.10.16,2012-10-16,Unknown,USA,M,0,N
2012.10.18.a,2012-10-18,Unprovoked,USA,M,55,N
2012.10.18.b,2012-10-18,Unprovoked,USA,M,24,N
2012.10.19,2012-10-19,Unprovoked,USA,F,35,N
2012.10.23,2012-10-23,Unprovoked,USA,M,39,Y
2012.10.27,2012-10-27,Unprovoked,USA,F,51,N
2012.10.30,2012-10-30,Unprovoked,USA,M,25,N
2012.11.04.a,2012-11-04,Unprovoked,USA,M,43,N
2012.11.04.b,2012-11-04,Unprovoked,USA,M,30,N
2012.11.19,2012-11-19,Unprovoked,USA,M,14,N
2012.11.22,2012-11-22,Unprovoked,MEXICO,M,32,Y
2012.11.27,2012-11-27,Unknown,AUSTRALIA,M,20,N
2012.11.30,2012-11-30,Unprovoked,USA,M,61,N
2012.12.02,2012-12-02,Unprovoked,AUSTRALIA,M,31,N
2012.12.05,2012-12-05,Unprovoked,USA,M,60,N
2012.12.00,2012-12-12,Unprovoked,NEW ZEALAND,F,25,N
2012.12.19,2012-12-19,Unprovoked,AUSTRALIA,M,32,N
2012.12.25,2012-12-25,Unprovoked,SOUTH AFRICA,M,20,Y
2012.12.28,2012-12-28,Unprovoked,AUSTRALIA,M,29,N
2012.12.30,2012-12-30,Unprovoked,AUSTRALIA,M,23,N
2012.12.31,2012-12-31,Unprovoked,USA,M,0,N
2013.01.05,2013-01-05,Unprovoked,AUSTRALIA,M,26,N
2013.01.13,2013-01-13,Unprovoked,NEW ZEALAND,M,0,N
2013.01.16,2013-01-16,Unprovoked,USA,M,43,N
2013.01.21.R,2013-01-21,Unknown,AUSTRALIA,M,62,N
2013.01.25,2013-01-25,Unprovoked,AUSTRALIA,M,0,N
2013.01.26,2013-01-26,Boating,AUSTRALIA,M,0,N
2013.02.01,2013-02-01,Unprovoked,JAMAICA,M,18,N
2013.02.09,2013-02-09,Unprovoked,FRENCH POLYNESIA,M,48,N
2013.02.10,2013-02-10,Unprovoked,USA,M,16,N
2013.02.21.a,2013-02-21,Unprovoked,USA,M,0,N
2013.02.21.b,2013-02-21,Unprovoked,USA,UNIDENTIFIED,0,N
2013.02.27,2013-02-27,Unprovoked,NEW ZEALAND,M,46,Y
2013.03.03,2013-03-03,Unprovoked,SOUTH AFRICA,M,39,N
2013.03.10.b,2013-03-10,Unprovoked,AUSTRALIA,M,28,N
2013.03.12,2013-03-12,Unprovoked,JAMAICA,M,68,Y
2013.03.16.a,2013-03-16,Unprovoked,SOUTH AFRICA,M,0,N
2013.03.16.b,2013-03-16,Provoked,SOUTH AFRICA,M,30,N
2013.03.21.R,2013-03-21,Unprovoked,BELIZE,F,0,N
2013.03.21,2013-03-21,Unprovoked,BAHAMAS,M,50,N
2013.03.29,2013-03-29,Unprovoked,SEYCHELLES,M,34,N
2013.03.31,2013-03-31,Unknown,AUSTRALIA,M,47,N
2013.04.02.a,2013-04-02,Unprovoked,USA,M,58,N
2013.04.02.R,2013-04-02,Unknown,AUSTRALIA,M,24,Y
2013.04.04,2013-04-04,Unprovoked,USA,M,50,N
2013.04.10,2013-04-10,Unprovoked,FRENCH POLYNESIA,M,53,N
2013.04.13.a,2013-04-13,Unprovoked,GUAM,M,40,Y
2013.04.13.b,2013-04-13,Unprovoked,USA,M,21,N
2013.04.14,2013-04-14,Unprovoked,SOUTH AFRICA,M,0,N
2013.04.17,2013-04-17,Unprovoked,USA,M,9,N
2013.04.21,2013-04-21,Unprovoked,AUSTRALIA,M,51,N
2013.04.24,2013-04-24,Unprovoked,MEXICO,F,34,N
2013.04.28,2013-04-28,Provoked,AUSTRALIA,M,0,N
2013.05.04.a,2013-05-04,Unprovoked,USA,M,16,N
2013.05.08.b,2013-05-08,Unknown,USA,M,42,Y
2013.05.08.a,2013-05-08,Unprovoked,REUNION,M,36,Y
2013.05.14,2013-05-14,Unprovoked,ECUADOR,M,29,N
2013.05.23.b,2013-05-23,Unprovoked,BRAZIL,M,41,Y
2011.05.07.R,2011-05-07,Unknown,UNITED ARAB EMIRATES,M,43,N
2013.05.27.b,2013-05-27,Unprovoked,USA,M,32,N
2013.05.27.a,2013-05-27,Unprovoked,USA,M,11,N
2013.06.06.a,2013-06-06,Unprovoked,AUSTRALIA,M,0,N
2013.06.06.b,2013-06-06,Provoked,USA,M,58,N
2013.06.14.R,2013-06-14,Unprovoked,USA,F,10,N
2013.06.15,2013-06-15,Unprovoked,USA,F,0,N
2013.06.16,2013-06-16,Unprovoked,SOUTH AFRICA,M,0,N
2013.06.17,2013-06-17,Unprovoked,USA,M,15,N
2013.06.18,2013-06-18,Unprovoked,USA,M,28,N
2013.06.25.c,2013-06-25,Unprovoked,USA,M,0,N
2013.06.25.a,2013-06-25,Unprovoked,USA,M,14,N
2013.06.25.b,2013-06-25,Unprovoked,USA,M,0,N
2013.06.27,2013-06-27,Unknown,JAMAICA,M,20,Y
2013.06.30,2013-06-30,Unprovoked,TAIWAN,M,0,N
2013.07.02,2013-07-02,Unprovoked,AUSTRALIA,M,29,N
2013.07.09,2013-07-07,Unknown,SPAIN,M,48,N
2013.07.11,2013-07-11,Unprovoked,USA,F,63,N
2013.07.14,2013-07-14,Unprovoked,DIEGO GARCIA,M,33,Y
2013.07.15,2013-07-15,Unprovoked,REUNION,F,15,Y
2013.07.19,2013-07-19,Unprovoked,USA,F,50,N
2013.07.22,2013-07-22,Unprovoked,BRAZIL,F,18,Y
2013.07.29.c,2013-07-28,Unprovoked,BAHAMAS,M,40,N
2013.07.28.b,2013-07-28,Unprovoked,BAHAMAS,M,64,N
2013.07.28.a,2013-07-28,Unprovoked,BAHAMAS,M,50,N
2013.07.29.a,2013-07-29,Unprovoked,USA,M,18,N
2013.07.29.b,2013-07-29,Unprovoked,MEXICO,F,0,N
2013.07.30,2013-07-30,Unprovoked,USA,M,32,N
2013.07.31,2013-07-31,Unprovoked,USA,F,56,N
2013.08.05,2013-08-05,Unprovoked,USA,M,17,N
2013.08.08.R,2013-08-08,Unprovoked,SOUTH AFRICA,M,0,N
2013.08.11,2013-08-11,Unprovoked,USA,M,10,N
2013.08.13,2013-08-13,Unprovoked,USA,F,19,N
2013.08.14,2013-08-14,Unprovoked,USA,F,20,Y
2013.08.17,2013-08-17,Unprovoked,USA,F,0,N
2013.08.18,2013-08-18,Unprovoked,USA,M,16,N
2013.08.25,2013-08-25,Unprovoked,AUSTRALIA,M,0,N
2013.08.25.b,2013-08-25,Unprovoked,USA,F,11,N
2013.08.26,2013-08-26,Provoked,FRANCE,M,50,N
2013.08.29,2013-08-29,Unknown,USA,F,47,N
2013.08.31.a,2013-08-31,Unprovoked,USA,M,0,N
2013.08.31.b,2013-08-31,Unprovoked,BAHAMAS,M,0,N
2013.09.01.c,2013-09-01,Provoked,USA,M,3,N
2013.09.01.b,2013-09-01,Unprovoked,BAHAMAS,M,0,N
2013.09.01.a,2013-09-01,Unprovoked,USA,M,9,N
2013.09.02,2013-09-02,Unprovoked,USA,M,17,N
2013.09.07.a,2013-09-07,Unprovoked,USA,M,25,N
2013.09.07.b,2013-09-07,Provoked,USA,M,43,N
2013.09.08,2013-09-08,Unprovoked,USA,F,0,UNKNOWN
2013.09.12,2013-09-12,Unprovoked,USA,F,13,N
2013.09.14,2013-09-14,Unprovoked,USA,M,21,N
2013.09.21.a,2013-09-21,Unprovoked,USA,M,0,N
2013.09.21.b,2013-09-21,Unprovoked,USA,M,45,N
2013.09.25,2013-09-25,Unprovoked,USA,M,7,N
1935.08.24,1935-08-24,Unknown,ENGLAND,M,0,N
2013.09.29.b,2013-09-29,Unprovoked,USA,M,50,N
2013.10.05,2013-10-06,Unprovoked,USA,M,45,N
2013.10.08,2013-10-08,Unprovoked,AUSTRALIA,M,55,N
2013.10.05,2013-10-10,Unprovoked,USA,M,12,N
2013.10.11,2013-10-11,Unprovoked,SOUTH AFRICA,M,74,Y
2013.10.19,2013-10-19,Unprovoked,USA,M,6,N
2013.10.20,2013-10-20,Unprovoked,USA,M,25,N
2013.10.23,2013-10-23,Unprovoked,USA,M,45,N
2013.10.24,2013-10-24,Unprovoked,AUSTRALIA,M,41,N
2013.10.26.b,2013-10-26,Unprovoked,REUNION,M,24,N
2013.10.26.a,2013-10-26,Unprovoked,AUSTRALIA,M,0,N
2013.10.28,2013-10-28,Unprovoked,AUSTRALIA,F,60,N
2013.10.31,2013-10-31,Unprovoked,USA,M,46,N
2013.11.07.b,2013-11-07,Unprovoked,USA,M,16,N
2013.11.07.a,2013-11-07,Unprovoked,USA,M,0,N
2013.11.10,2013-11-10,Provoked,BAHAMAS,M,77,N
2013.11.12,2013-11-12,Unprovoked,AUSTRALIA,M,0,N
2013.11.22,2013-11-22,Unprovoked,USA,M,25,N
2013.11.23.a,2013-11-23,Unprovoked,AUSTRALIA,M,35,Y
2013.11.29,2013-11-29,Unprovoked,USA,F,58,N
2013.11.30,2013-11-30,Unprovoked,AUSTRALIA,M,19,Y
2013.12.02,2013-12-02,Unprovoked,USA,M,57,Y
2013.12.05,2013-12-05,Unprovoked,AUSTRALIA,M,26,N
2013.12.10,2013-12-10,Unprovoked,USA,M,30,N
2013.12.11,2013-12-11,Unprovoked,USA,M,29,N
2013.12.13,2013-12-13,Unprovoked,KIRIBATI,M,35,N
2013.12.16,2013-12-16,Unprovoked,SOUTH AFRICA,M,19,N
1954.10.06,1954-10-06,Provoked,ENGLAND,M,62,N
2014.01.04,2014-01-04,Sea Disaster,JAPAN,M,31,N
2014.01.25,2014-01-25,Unprovoked,NEW ZEALAND,M,24,N
2014.01.26,2014-01-26,Provoked,AUSTRALIA,M,0,N
2014.02.07.b,2014-02-07,Provoked,TRINIDAD & TOBAGO,M,0,N
2014.02.07,2014-02-07,Unprovoked,NEW ZEALAND,M,28,N
2014.02.08,2014-02-08,Unprovoked,AUSTRALIA,M,28,Y
2014.02.17,2014-02-17,Boating,PAPUA NEW GUINEA,M,21,N
2014.02.20,2014-02-20,Unprovoked,FRENCH POLYNESIA,M,21,N
2014.03.02,2014-03-02,Unprovoked,USA,M,21,N
2014.03.12,2014-03-12,Unprovoked,AUSTRALIA,M,0,N
2014.03.13,2014-03-13,Unknown,CAYMAN ISLANDS,M,0,N
1956.08.00.e,1956-08-01,Provoked,ENGLAND,M,0,Y
2014.03.18,2014-03-18,Unknown,AUSTRALIA,F,10,N
2014.03.18.b,2014-03-18,Unprovoked,AUSTRALIA,M,42,N
2014.03.21,2014-03-21,Unprovoked,USA,M,9,N
2014.03.22.b,2014-03-22,Unprovoked,SOUTH AFRICA,M,66,Y
2014.03.22.a,2014-03-22,Unprovoked,USA,M,0,N
2014.03.29,2014-03-29,Unknown,AUSTRALIA,M,38,Y
2014.04.03,2014-04-03,Unprovoked,AUSTRALIA,F,63,Y
2014.04.12,2014-04-12,Provoked,SOUTH AFRICA,M,0,N
2014.04.12.R,2014-04-12,Boating,SOUTH AFRICA,UNIDENTIFIED,0,N
2014.04.15,2014-04-15,Unprovoked,USA,M,25,N
2014.04.22,2014-04-22,Unprovoked,USA,M ,42,N
2014.04.24,2014-04-24,Unprovoked,AUSTRALIA,M,0,N
2014.05.01,2014-05-01,Unprovoked,USA,M,23,N
2014.05.04,2014-05-04,Unprovoked,SOUTH AFRICA,UNIDENTIFIED,0,N
2014.05.06,2014-05-06,Unprovoked,USA,F,40,N
2014.05.10.R,2014-05-10,Unknown,USA,M,0,N
2014.05.11,2014-05-11,Unprovoked,USA,M,12,N
2014.05.13,2014-05-13,Unprovoked,USA,F,44,N
2014.05.14,2014-05-14,Unprovoked,AUSTRALIA,M,35,N
2014.05.15,2014-05-15,Unprovoked,USA,F,38,N
2014.05.22,2014-05-22,Provoked,AUSTRALIA,M,10,N
2014.05.23,2014-05-23,Unprovoked,FRANCE,M,0,N
2014.05.27.R,2014-05-24,Unprovoked,AUSTRALIA,F,29,N
2014.06.01.c,2014-06-01,Unprovoked,USA,F,22,N
2014.06.01.a,2014-06-01,Unprovoked,USA,F,37,N
2014.06.01.b,2014-06-01,Unprovoked,AUSTRALIA,M,0,N
2014.06.07,2014-06-07,Unprovoked,USA,F,14,N
2014.06.08,2014-06-08,Unprovoked,JAPAN,M,43,N
2014.06.09.b,2014-06-09,Unprovoked,USA,M,16,N
2014.06.09.c,2014-06-09,Unprovoked,BRAZIL,M,43,N
2014.06.09.a,2014-06-09,Unprovoked,AUSTRALIA,M,39,N
2014.06.17.R,2014-06-17,Provoked,AUSTRALIA,M,0,N
2014.06.18.a,2014-06-18,Unprovoked,AUSTRALIA,M,15,N
2014.06.18.b,2014-06-18,Unprovoked,AUSTRALIA,M,0,N
2014.06.25,2014-06-25,Unprovoked,BAHAMAS,M,42,N
2014.06.27.R,2014-06-27,Boating,ST. MARTIN,M,48,N
2014.07.03,2014-07-03,Unprovoked,USA,M,19,N
2014.07.05.a,2014-07-05,Unprovoked,USA,M,0,N
2014.07.05.b,2014-07-05,Provoked,USA,M,0,N
2014.00.00,2014-07-06,Boating,NEW ZEALAND,UNIDENTIFIED,0,N
2014.07.09,2014-07-09,Unprovoked,USA,M,14,N
2014.07.12,2014-07-12,Unprovoked,USA,M,0,N
2014.07.13,2014-07-13,Unknown,BAHAMAS,M,63,Y
2014.07.14,2014-07-14,Unprovoked,USA,M,39,N
2014.07.16,2014-07-16,Unprovoked,USA,M,61,N
2014.07.20,2014-07-20,Unprovoked,SPAIN,UNIDENTIFIED,0,N
2014.07.21,2014-07-21,Unprovoked,USA,M,8,N
2014.07.22,2014-07-22,Unprovoked,REUNION,M,51,N
2014.08.01,2014-08-01,Unprovoked,SOUTH AFRICA,M,20,N
2014.08.02,2014-08-02,Unprovoked,USA,M,8,N
2014.08.05,2014-08-05,Unprovoked,USA,F,45,N
2014.08.06,2014-08-06,Unprovoked,USA,M,10,N
2014.08.08,2014-08-08,Unprovoked,USA,M,7,N
2014.08.09.R,2014-08-09,Unprovoked,BAHAMAS,M,0,N
2014.08.09,2014-08-09,Unprovoked,USA,F,10,N
2014.08.10,2014-08-10,Unprovoked,USA,M,26,N
2014.08.12,2014-08-12,Unprovoked,USA,M,0,N
2014.08.16,2014-08-16,Unprovoked,AUSTRALIA,M,31,N
2014.08.24,2014-08-24,Unprovoked,USA,UNIDENTIFIED,0,N
2014.08.25,2014-08-25,Provoked,USA,M,0,N
2014.08.27.a,2014-08-27,Unprovoked,USA,F,0,N
2014.08.27.b,2014-08-27,Unprovoked,USA,M,29,N
2014.08.28,2014-08-28,Provoked,USA,M,33,N
2014.08.29.b,2014-08-29,Unprovoked,USA,M,17,N
2014.08.29.a,2014-08-29,Unknown,USA,UNIDENTIFIED,0,N
2014.08.31,2014-08-31,Unprovoked,USA,F,13,N
2014.09.02,2014-09-02,Provoked,USA,M,52,N
2014.09.06,2014-09-06,Unprovoked,USA,M,43,N
2014.09.09,2014-09-09,Unprovoked,AUSTRALIA,M,50,Y
2014.09.13.R,2014-09-12,Unprovoked,FRENCH POLYNESIA,F,36,N
2014.09.13,2014-09-13,Unknown,USA,M,0,N
2014.09.00,2014-09-14,Unprovoked,SPAIN,M,16,N
2014.09.21,2014-09-21,Unprovoked,USA,M,0,N
2014.10.02.b,2014-10-02,Unprovoked,USA,M,28,N
2014.10.02.a,2014-10-02,Unprovoked,AUSTRALIA,M,23,N
2014.10.03.b,2014-10-03,Boating,USA,M,0,N
2014.10.03.a,2014-10-03,Boating,USA,M,0,N
2014.10.05.a,2014-10-05,Unprovoked,USA,M,15,N
2014.10.05.b,2014-10-05,Unprovoked,USA,M,29,N
2014.10.07,2014-10-07,Unprovoked,USA,F,40,N
2014.10.11,2014-10-11,Boating,AUSTRALIA,M,0,N
2014.10.12,2014-10-12,Unprovoked,USA,F,0,N
2014.10.14,2014-10-14,Unprovoked,USA,F,7,N
2014.10.17,2014-10-17,Unprovoked,AUSTRALIA,F,13,N
2014.10.18,2014-10-18,Unprovoked,USA,M,0,N
2014.10.19,2014-10-19,Boating,USA,F,0,N
2014.10.20,2014-10-20,Unprovoked,USA,M,0,N
2014.10.22,2014-10-22,Unprovoked,USA,F,0,N
2014.10.30,2014-10-29,Provoked,AUSTRALIA,M,20,N
2014.10.31,2014-10-31,Unprovoked,USA,F,34,N
2014.11.08,2014-11-08,Unprovoked,USA,M,18,N
2014.11.10,2014-11-10,Unprovoked,AUSTRALIA,M,0,N
2014.11.13,2014-11-13,Unprovoked,USA,M,53,N
2014.11.16,2014-11-16,Unprovoked,USA,M,44,N
2014.11.17,2014-11-17,Boating,USA,UNIDENTIFIED,0,N
2014.11.19,2014-11-19,Boating,AUSTRALIA,M,0,N
2014.11.20,2014-11-20,Provoked,MAURITIUS,M,39,Y
2014.11.29,2014-11-29,Unprovoked,AUSTRALIA,M,13,N
2014.12.03.R,2014-12-03,Provoked,SPAIN,M,0,N
2014.12.15,2014-12-15,Unprovoked,AUSTRALIA,M,17,Y
2014.12.23.R,2014-12-23,Unprovoked,JAPAN,M,0,N
2014.12.28.c,2014-12-28,Unknown,SOUTH AFRICA,UNIDENTIFIED,0,N
2014.12.28.b,2014-12-28,Unprovoked,USA,M,50,N
2014.12.28.d,2014-12-28,Sea Disaster,GREECE,UNIDENTIFIED,0,N
2014.12.29.a,2014-12-29,Unprovoked,AUSTRALIA,M,17,Y
2014.12.29.b,2014-12-29,Unprovoked,AUSTRALIA,UNIDENTIFIED,0,N
2015.01.01,2015-01-01,Unprovoked,USA,M,12,N
2015.01.03,2015-01-03,Unprovoked,SOUTH AFRICA,M,15,N
2015.01.06,2015-01-06,Unprovoked,BAHAMAS,F,34,N
2015.01.08,2015-01-08,Unknown,USA,M,38,N
2015.01.16,2015-01-16,Unprovoked,AUSTRALIA,M,17,N
2015.01.17,2015-01-17,Boating,AUSTRALIA,M,0,N
2015.01.19.b,2015-01-19,Boating,USA,M,0,N
2015.01.19.a,2015-01-19,Unknown,AUSTRALIA,F,0,N
2015.01.23,2015-01-23,Unprovoked,SOUTH AFRICA,M,24,N
2015.01.24,2015-01-24,Unprovoked,AUSTRALIA,M,0,N
2015.01.27,2015-01-27,Provoked,USA,M,20,N
2015.01.30,2015-01-30,Boating,AUSTRALIA,M,57,N
2015.02.05,2015-02-05,Unprovoked,AUSTRALIA,M,0,N
2015.02.08,2015-02-08,Unprovoked,AUSTRALIA,M,35,N
2015.02.09,2015-02-09,Unprovoked,AUSTRALIA,M,41,Y
2015.02.14,2015-02-14,Unprovoked,REUNION,F,22,Y
2015.02.15,2015-02-15,Boating,ATLANTIC OCEAN,UNIDENTIFIED,0,N
2015.03.10,2015-03-10,Provoked,MEXICO,M,36,N
2015.03.11,2015-03-11,Boating,AUSTRALIA,M,0,N
2015.03.16,2015-03-16,Unprovoked,FRENCH POLYNESIA,M,9,N
2015.03.18,2015-03-18,Unprovoked,USA,M,58,N
2015.03.21,2015-03-21,Unprovoked,EGYPT,M,52,Y
2015.03.26,2015-03-26,Boating,SOUTH AFRICA,M,36,N
2015.03.29,2015-03-29,Unknown,ITALY,M,43,Y
2015.03.31,2015-03-31,Unknown,BRAZIL,M,23,N
2015.04.03,2015-04-03,Unprovoked,USA,M,70,N
2015.04.11,2015-04-11,Unprovoked,AUSTRALIA,M,0,N
2015.04.12,2015-04-12,Unprovoked,REUNION,M,13,Y
2015.04.13,2015-04-13,Unprovoked,USA,M,48,N
2015.04.25,2015-04-25,Unprovoked,AUSTRALIA,M,26,N
2015.04.26,2015-04-26,Unprovoked,USA,M,63,N
2015.04.29,2015-04-29,Unprovoked,USA,F,65,Y
2015.05.02,2015-05-02,Unprovoked,SOUTH AFRICA,M,29,N
2015.05.03,2015-05-03,Unprovoked,AUSTRALIA,M,0,N
2015.05.07,2015-05-07,Unprovoked,USA,M,0,N
1956.08.00.d,1956-08-01,Provoked,ENGLAND,M,0,Y
